,Name,Start,Years Active,Year,Current_Citations,Age,Last_citations,Last2_citations,Last3_citations,Last4_citations,Last5_citations
0,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2003,3,0,,,,,
1,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2004,23,1,3.0,,,,
2,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2005,12,2,23.0,3.0,,,
3,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2006,38,3,12.0,23.0,3.0,,
4,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2007,49,4,38.0,12.0,23.0,3.0,
5,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2008,43,5,49.0,38.0,12.0,23.0,3.0
6,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2009,23,6,43.0,49.0,38.0,12.0,23.0
7,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2010,63,7,23.0,43.0,49.0,38.0,12.0
8,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2011,37,8,63.0,23.0,43.0,49.0,38.0
9,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2012,87,9,37.0,63.0,23.0,43.0,49.0
10,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2013,141,10,87.0,37.0,63.0,23.0,43.0
11,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2014,226,11,141.0,87.0,37.0,63.0,23.0
12,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2015,292,12,226.0,141.0,87.0,37.0,63.0
13,Paulo Blikstein (B0cNWzEAAAAJ),2003,13,2016,231,13,292.0,226.0,141.0,87.0,37.0
14,Michela Biasutti (g8i-q28AAAAJ),2004,12,2004,16,0,,,,,
15,Michela Biasutti (g8i-q28AAAAJ),2004,12,2005,30,1,16.0,,,,
16,Michela Biasutti (g8i-q28AAAAJ),2004,12,2006,28,2,30.0,16.0,,,
17,Michela Biasutti (g8i-q28AAAAJ),2004,12,2007,55,3,28.0,30.0,16.0,,
18,Michela Biasutti (g8i-q28AAAAJ),2004,12,2008,61,4,55.0,28.0,30.0,16.0,
19,Michela Biasutti (g8i-q28AAAAJ),2004,12,2009,78,5,61.0,55.0,28.0,30.0,16.0
20,Michela Biasutti (g8i-q28AAAAJ),2004,12,2010,73,6,78.0,61.0,55.0,28.0,30.0
21,Michela Biasutti (g8i-q28AAAAJ),2004,12,2011,133,7,73.0,78.0,61.0,55.0,28.0
22,Michela Biasutti (g8i-q28AAAAJ),2004,12,2012,117,8,133.0,73.0,78.0,61.0,55.0
23,Michela Biasutti (g8i-q28AAAAJ),2004,12,2013,177,9,117.0,133.0,73.0,78.0,61.0
24,Michela Biasutti (g8i-q28AAAAJ),2004,12,2014,197,10,177.0,117.0,133.0,73.0,78.0
25,Michela Biasutti (g8i-q28AAAAJ),2004,12,2015,243,11,197.0,177.0,117.0,133.0,73.0
26,Michela Biasutti (g8i-q28AAAAJ),2004,12,2016,179,12,243.0,197.0,177.0,117.0,133.0
27,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1990,17,0,,,,,
28,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1991,31,1,17.0,,,,
29,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1992,47,2,31.0,17.0,,,
30,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1993,61,3,47.0,31.0,17.0,,
31,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1994,71,4,61.0,47.0,31.0,17.0,
32,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1995,103,5,71.0,61.0,47.0,31.0,17.0
33,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1996,85,6,103.0,71.0,61.0,47.0,31.0
34,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1997,105,7,85.0,103.0,71.0,61.0,47.0
35,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1998,92,8,105.0,85.0,103.0,71.0,61.0
36,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,1999,106,9,92.0,105.0,85.0,103.0,71.0
37,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2000,137,10,106.0,92.0,105.0,85.0,103.0
38,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2001,166,11,137.0,106.0,92.0,105.0,85.0
39,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2002,203,12,166.0,137.0,106.0,92.0,105.0
40,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2003,225,13,203.0,166.0,137.0,106.0,92.0
41,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2004,208,14,225.0,203.0,166.0,137.0,106.0
42,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2005,209,15,208.0,225.0,203.0,166.0,137.0
43,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2006,252,16,209.0,208.0,225.0,203.0,166.0
44,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2007,291,17,252.0,209.0,208.0,225.0,203.0
45,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2008,373,18,291.0,252.0,209.0,208.0,225.0
46,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2009,375,19,373.0,291.0,252.0,209.0,208.0
47,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2010,416,20,375.0,373.0,291.0,252.0,209.0
48,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2011,452,21,416.0,375.0,373.0,291.0,252.0
49,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2012,450,22,452.0,416.0,375.0,373.0,291.0
50,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2013,421,23,450.0,452.0,416.0,375.0,373.0
51,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2014,464,24,421.0,450.0,452.0,416.0,375.0
52,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2015,507,25,464.0,421.0,450.0,452.0,416.0
53,Londa Schiebinger (ez52Y4EAAAAJ),1990,26,2016,391,26,507.0,464.0,421.0,450.0,452.0
54,Robert Anderson (mFxtcHUAAAAJ),1983,33,1983,67,0,,,,,
55,Robert Anderson (mFxtcHUAAAAJ),1983,33,1984,62,1,67.0,,,,
56,Robert Anderson (mFxtcHUAAAAJ),1983,33,1985,59,2,62.0,67.0,,,
57,Robert Anderson (mFxtcHUAAAAJ),1983,33,1986,108,3,59.0,62.0,67.0,,
58,Robert Anderson (mFxtcHUAAAAJ),1983,33,1987,106,4,108.0,59.0,62.0,67.0,
59,Robert Anderson (mFxtcHUAAAAJ),1983,33,1988,122,5,106.0,108.0,59.0,62.0,67.0
60,Robert Anderson (mFxtcHUAAAAJ),1983,33,1989,107,6,122.0,106.0,108.0,59.0,62.0
61,Robert Anderson (mFxtcHUAAAAJ),1983,33,1990,173,7,107.0,122.0,106.0,108.0,59.0
62,Robert Anderson (mFxtcHUAAAAJ),1983,33,1991,191,8,173.0,107.0,122.0,106.0,108.0
63,Robert Anderson (mFxtcHUAAAAJ),1983,33,1992,140,9,191.0,173.0,107.0,122.0,106.0
64,Robert Anderson (mFxtcHUAAAAJ),1983,33,1993,182,10,140.0,191.0,173.0,107.0,122.0
65,Robert Anderson (mFxtcHUAAAAJ),1983,33,1994,260,11,182.0,140.0,191.0,173.0,107.0
66,Robert Anderson (mFxtcHUAAAAJ),1983,33,1995,210,12,260.0,182.0,140.0,191.0,173.0
67,Robert Anderson (mFxtcHUAAAAJ),1983,33,1996,208,13,210.0,260.0,182.0,140.0,191.0
68,Robert Anderson (mFxtcHUAAAAJ),1983,33,1997,235,14,208.0,210.0,260.0,182.0,140.0
69,Robert Anderson (mFxtcHUAAAAJ),1983,33,1998,277,15,235.0,208.0,210.0,260.0,182.0
70,Robert Anderson (mFxtcHUAAAAJ),1983,33,1999,301,16,277.0,235.0,208.0,210.0,260.0
71,Robert Anderson (mFxtcHUAAAAJ),1983,33,2000,364,17,301.0,277.0,235.0,208.0,210.0
72,Robert Anderson (mFxtcHUAAAAJ),1983,33,2001,412,18,364.0,301.0,277.0,235.0,208.0
73,Robert Anderson (mFxtcHUAAAAJ),1983,33,2002,505,19,412.0,364.0,301.0,277.0,235.0
74,Robert Anderson (mFxtcHUAAAAJ),1983,33,2003,570,20,505.0,412.0,364.0,301.0,277.0
75,Robert Anderson (mFxtcHUAAAAJ),1983,33,2004,555,21,570.0,505.0,412.0,364.0,301.0
76,Robert Anderson (mFxtcHUAAAAJ),1983,33,2005,485,22,555.0,570.0,505.0,412.0,364.0
77,Robert Anderson (mFxtcHUAAAAJ),1983,33,2006,560,23,485.0,555.0,570.0,505.0,412.0
78,Robert Anderson (mFxtcHUAAAAJ),1983,33,2007,686,24,560.0,485.0,555.0,570.0,505.0
79,Robert Anderson (mFxtcHUAAAAJ),1983,33,2008,585,25,686.0,560.0,485.0,555.0,570.0
80,Robert Anderson (mFxtcHUAAAAJ),1983,33,2009,580,26,585.0,686.0,560.0,485.0,555.0
81,Robert Anderson (mFxtcHUAAAAJ),1983,33,2010,657,27,580.0,585.0,686.0,560.0,485.0
82,Robert Anderson (mFxtcHUAAAAJ),1983,33,2011,665,28,657.0,580.0,585.0,686.0,560.0
83,Robert Anderson (mFxtcHUAAAAJ),1983,33,2012,675,29,665.0,657.0,580.0,585.0,686.0
84,Robert Anderson (mFxtcHUAAAAJ),1983,33,2013,717,30,675.0,665.0,657.0,580.0,585.0
85,Robert Anderson (mFxtcHUAAAAJ),1983,33,2014,806,31,717.0,675.0,665.0,657.0,580.0
86,Robert Anderson (mFxtcHUAAAAJ),1983,33,2015,909,32,806.0,717.0,675.0,665.0,657.0
87,Robert Anderson (mFxtcHUAAAAJ),1983,33,2016,1336,33,909.0,806.0,717.0,675.0,665.0
88,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2004,15,0,,,,,
89,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2005,26,1,15.0,,,,
90,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2006,45,2,26.0,15.0,,,
91,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2007,66,3,45.0,26.0,15.0,,
92,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2008,118,4,66.0,45.0,26.0,15.0,
93,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2009,131,5,118.0,66.0,45.0,26.0,15.0
94,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2010,172,6,131.0,118.0,66.0,45.0,26.0
95,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2011,239,7,172.0,131.0,118.0,66.0,45.0
96,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2012,236,8,239.0,172.0,131.0,118.0,66.0
97,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2013,221,9,236.0,239.0,172.0,131.0,118.0
98,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2014,266,10,221.0,236.0,239.0,172.0,131.0
99,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2015,323,11,266.0,221.0,236.0,239.0,172.0
100,Dolly Chugh (aIhLM5MAAAAJ),2004,12,2016,230,12,323.0,266.0,221.0,236.0,239.0
101,Christian Dustmann (XWl6OhQAAAAJ),1998,18,1998,37,0,,,,,
102,Christian Dustmann (XWl6OhQAAAAJ),1998,18,1999,59,1,37.0,,,,
103,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2000,76,2,59.0,37.0,,,
104,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2001,119,3,76.0,59.0,37.0,,
105,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2002,185,4,119.0,76.0,59.0,37.0,
106,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2003,210,5,185.0,119.0,76.0,59.0,37.0
107,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2004,258,6,210.0,185.0,119.0,76.0,59.0
108,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2005,350,7,258.0,210.0,185.0,119.0,76.0
109,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2006,414,8,350.0,258.0,210.0,185.0,119.0
110,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2007,577,9,414.0,350.0,258.0,210.0,185.0
111,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2008,635,10,577.0,414.0,350.0,258.0,210.0
112,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2009,813,11,635.0,577.0,414.0,350.0,258.0
113,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2010,886,12,813.0,635.0,577.0,414.0,350.0
114,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2011,1068,13,886.0,813.0,635.0,577.0,414.0
115,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2012,1081,14,1068.0,886.0,813.0,635.0,577.0
116,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2013,1447,15,1081.0,1068.0,886.0,813.0,635.0
117,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2014,1541,16,1447.0,1081.0,1068.0,886.0,813.0
118,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2015,1732,17,1541.0,1447.0,1081.0,1068.0,886.0
119,Christian Dustmann (XWl6OhQAAAAJ),1998,18,2016,1204,18,1732.0,1541.0,1447.0,1081.0,1068.0
120,Christopher Small (CZxwKdYAAAAJ),1995,21,1995,18,0,,,,,
121,Christopher Small (CZxwKdYAAAAJ),1995,21,1996,24,1,18.0,,,,
122,Christopher Small (CZxwKdYAAAAJ),1995,21,1997,43,2,24.0,18.0,,,
123,Christopher Small (CZxwKdYAAAAJ),1995,21,1998,61,3,43.0,24.0,18.0,,
124,Christopher Small (CZxwKdYAAAAJ),1995,21,1999,86,4,61.0,43.0,24.0,18.0,
125,Christopher Small (CZxwKdYAAAAJ),1995,21,2000,92,5,86.0,61.0,43.0,24.0,18.0
126,Christopher Small (CZxwKdYAAAAJ),1995,21,2001,135,6,92.0,86.0,61.0,43.0,24.0
127,Christopher Small (CZxwKdYAAAAJ),1995,21,2002,159,7,135.0,92.0,86.0,61.0,43.0
128,Christopher Small (CZxwKdYAAAAJ),1995,21,2003,185,8,159.0,135.0,92.0,86.0,61.0
129,Christopher Small (CZxwKdYAAAAJ),1995,21,2004,256,9,185.0,159.0,135.0,92.0,86.0
130,Christopher Small (CZxwKdYAAAAJ),1995,21,2005,298,10,256.0,185.0,159.0,135.0,92.0
131,Christopher Small (CZxwKdYAAAAJ),1995,21,2006,385,11,298.0,256.0,185.0,159.0,135.0
132,Christopher Small (CZxwKdYAAAAJ),1995,21,2007,475,12,385.0,298.0,256.0,185.0,159.0
133,Christopher Small (CZxwKdYAAAAJ),1995,21,2008,479,13,475.0,385.0,298.0,256.0,185.0
134,Christopher Small (CZxwKdYAAAAJ),1995,21,2009,512,14,479.0,475.0,385.0,298.0,256.0
135,Christopher Small (CZxwKdYAAAAJ),1995,21,2010,502,15,512.0,479.0,475.0,385.0,298.0
136,Christopher Small (CZxwKdYAAAAJ),1995,21,2011,525,16,502.0,512.0,479.0,475.0,385.0
137,Christopher Small (CZxwKdYAAAAJ),1995,21,2012,541,17,525.0,502.0,512.0,479.0,475.0
138,Christopher Small (CZxwKdYAAAAJ),1995,21,2013,591,18,541.0,525.0,502.0,512.0,479.0
139,Christopher Small (CZxwKdYAAAAJ),1995,21,2014,652,19,591.0,541.0,525.0,502.0,512.0
140,Christopher Small (CZxwKdYAAAAJ),1995,21,2015,703,20,652.0,591.0,541.0,525.0,502.0
141,Christopher Small (CZxwKdYAAAAJ),1995,21,2016,703,21,703.0,652.0,591.0,541.0,525.0
142,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,1997,29,0,,,,,
143,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,1998,25,1,29.0,,,,
144,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,1999,24,2,25.0,29.0,,,
145,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2000,31,3,24.0,25.0,29.0,,
146,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2001,51,4,31.0,24.0,25.0,29.0,
147,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2002,72,5,51.0,31.0,24.0,25.0,29.0
148,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2003,79,6,72.0,51.0,31.0,24.0,25.0
149,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2004,169,7,79.0,72.0,51.0,31.0,24.0
150,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2005,189,8,169.0,79.0,72.0,51.0,31.0
151,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2006,239,9,189.0,169.0,79.0,72.0,51.0
152,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2007,322,10,239.0,189.0,169.0,79.0,72.0
153,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2008,283,11,322.0,239.0,189.0,169.0,79.0
154,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2009,380,12,283.0,322.0,239.0,189.0,169.0
155,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2010,389,13,380.0,283.0,322.0,239.0,189.0
156,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2011,503,14,389.0,380.0,283.0,322.0,239.0
157,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2012,542,15,503.0,389.0,380.0,283.0,322.0
158,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2013,569,16,542.0,503.0,389.0,380.0,283.0
159,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2014,719,17,569.0,542.0,503.0,389.0,380.0
160,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2015,707,18,719.0,569.0,542.0,503.0,389.0
161,J Christian Gerdes (ZWuaSEMAAAAJ),1997,19,2016,391,19,707.0,719.0,569.0,542.0,503.0
162,Denis Nash (4jSjQRUAAAAJ),2000,16,2000,26,0,,,,,
163,Denis Nash (4jSjQRUAAAAJ),2000,16,2001,76,1,26.0,,,,
164,Denis Nash (4jSjQRUAAAAJ),2000,16,2002,96,2,76.0,26.0,,,
165,Denis Nash (4jSjQRUAAAAJ),2000,16,2003,240,3,96.0,76.0,26.0,,
166,Denis Nash (4jSjQRUAAAAJ),2000,16,2004,267,4,240.0,96.0,76.0,26.0,
167,Denis Nash (4jSjQRUAAAAJ),2000,16,2005,235,5,267.0,240.0,96.0,76.0,26.0
168,Denis Nash (4jSjQRUAAAAJ),2000,16,2006,278,6,235.0,267.0,240.0,96.0,76.0
169,Denis Nash (4jSjQRUAAAAJ),2000,16,2007,234,7,278.0,235.0,267.0,240.0,96.0
170,Denis Nash (4jSjQRUAAAAJ),2000,16,2008,257,8,234.0,278.0,235.0,267.0,240.0
171,Denis Nash (4jSjQRUAAAAJ),2000,16,2009,311,9,257.0,234.0,278.0,235.0,267.0
172,Denis Nash (4jSjQRUAAAAJ),2000,16,2010,411,10,311.0,257.0,234.0,278.0,235.0
173,Denis Nash (4jSjQRUAAAAJ),2000,16,2011,525,11,411.0,311.0,257.0,234.0,278.0
174,Denis Nash (4jSjQRUAAAAJ),2000,16,2012,576,12,525.0,411.0,311.0,257.0,234.0
175,Denis Nash (4jSjQRUAAAAJ),2000,16,2013,622,13,576.0,525.0,411.0,311.0,257.0
176,Denis Nash (4jSjQRUAAAAJ),2000,16,2014,680,14,622.0,576.0,525.0,411.0,311.0
177,Denis Nash (4jSjQRUAAAAJ),2000,16,2015,1025,15,680.0,622.0,576.0,525.0,411.0
178,Denis Nash (4jSjQRUAAAAJ),2000,16,2016,1119,16,1025.0,680.0,622.0,576.0,525.0
179,Torsten Suel (eQUn8ugAAAAJ),1994,22,1994,19,0,,,,,
180,Torsten Suel (eQUn8ugAAAAJ),1994,22,1995,17,1,19.0,,,,
181,Torsten Suel (eQUn8ugAAAAJ),1994,22,1996,39,2,17.0,19.0,,,
182,Torsten Suel (eQUn8ugAAAAJ),1994,22,1997,56,3,39.0,17.0,19.0,,
183,Torsten Suel (eQUn8ugAAAAJ),1994,22,1998,83,4,56.0,39.0,17.0,19.0,
184,Torsten Suel (eQUn8ugAAAAJ),1994,22,1999,102,5,83.0,56.0,39.0,17.0,19.0
185,Torsten Suel (eQUn8ugAAAAJ),1994,22,2000,111,6,102.0,83.0,56.0,39.0,17.0
186,Torsten Suel (eQUn8ugAAAAJ),1994,22,2001,116,7,111.0,102.0,83.0,56.0,39.0
187,Torsten Suel (eQUn8ugAAAAJ),1994,22,2002,134,8,116.0,111.0,102.0,83.0,56.0
188,Torsten Suel (eQUn8ugAAAAJ),1994,22,2003,180,9,134.0,116.0,111.0,102.0,83.0
189,Torsten Suel (eQUn8ugAAAAJ),1994,22,2004,242,10,180.0,134.0,116.0,111.0,102.0
190,Torsten Suel (eQUn8ugAAAAJ),1994,22,2005,275,11,242.0,180.0,134.0,116.0,111.0
191,Torsten Suel (eQUn8ugAAAAJ),1994,22,2006,322,12,275.0,242.0,180.0,134.0,116.0
192,Torsten Suel (eQUn8ugAAAAJ),1994,22,2007,337,13,322.0,275.0,242.0,180.0,134.0
193,Torsten Suel (eQUn8ugAAAAJ),1994,22,2008,329,14,337.0,322.0,275.0,242.0,180.0
194,Torsten Suel (eQUn8ugAAAAJ),1994,22,2009,391,15,329.0,337.0,322.0,275.0,242.0
195,Torsten Suel (eQUn8ugAAAAJ),1994,22,2010,435,16,391.0,329.0,337.0,322.0,275.0
196,Torsten Suel (eQUn8ugAAAAJ),1994,22,2011,470,17,435.0,391.0,329.0,337.0,322.0
197,Torsten Suel (eQUn8ugAAAAJ),1994,22,2012,479,18,470.0,435.0,391.0,329.0,337.0
198,Torsten Suel (eQUn8ugAAAAJ),1994,22,2013,539,19,479.0,470.0,435.0,391.0,329.0
199,Torsten Suel (eQUn8ugAAAAJ),1994,22,2014,541,20,539.0,479.0,470.0,435.0,391.0
200,Torsten Suel (eQUn8ugAAAAJ),1994,22,2015,479,21,541.0,539.0,479.0,470.0,435.0
201,Torsten Suel (eQUn8ugAAAAJ),1994,22,2016,203,22,479.0,541.0,539.0,479.0,470.0
202,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2001,18,0,,,,,
203,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2002,44,1,18.0,,,,
204,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2003,40,2,44.0,18.0,,,
205,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2004,65,3,40.0,44.0,18.0,,
206,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2005,86,4,65.0,40.0,44.0,18.0,
207,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2006,131,5,86.0,65.0,40.0,44.0,18.0
208,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2007,158,6,131.0,86.0,65.0,40.0,44.0
209,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2008,158,7,158.0,131.0,86.0,65.0,40.0
210,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2009,179,8,158.0,158.0,131.0,86.0,65.0
211,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2010,176,9,179.0,158.0,158.0,131.0,86.0
212,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2011,194,10,176.0,179.0,158.0,158.0,131.0
213,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2012,206,11,194.0,176.0,179.0,158.0,158.0
214,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2013,201,12,206.0,194.0,176.0,179.0,158.0
215,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2014,207,13,201.0,206.0,194.0,176.0,179.0
216,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2015,209,14,207.0,201.0,206.0,194.0,176.0
217,Carolyn Dimitri (Zj3c4BAAAAAJ),2001,15,2016,289,15,209.0,207.0,201.0,206.0,194.0
218,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2005,5,0,,,,,
219,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2006,19,1,5.0,,,,
220,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2007,19,2,19.0,5.0,,,
221,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2008,18,3,19.0,19.0,5.0,,
222,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2009,28,4,18.0,19.0,19.0,5.0,
223,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2010,64,5,28.0,18.0,19.0,19.0,5.0
224,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2011,79,6,64.0,28.0,18.0,19.0,19.0
225,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2012,66,7,79.0,64.0,28.0,18.0,19.0
226,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2013,174,8,66.0,79.0,64.0,28.0,18.0
227,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2014,177,9,174.0,66.0,79.0,64.0,28.0
228,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2015,203,10,177.0,174.0,66.0,79.0,64.0
229,Harold Young Hwang (FZdkuUgAAAAJ),2005,11,2016,127,11,203.0,177.0,174.0,66.0,79.0
230,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1990,35,0,,,,,
231,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1991,50,1,35.0,,,,
232,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1992,60,2,50.0,35.0,,,
233,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1993,85,3,60.0,50.0,35.0,,
234,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1994,153,4,85.0,60.0,50.0,35.0,
235,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1995,155,5,153.0,85.0,60.0,50.0,35.0
236,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1996,113,6,155.0,153.0,85.0,60.0,50.0
237,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1997,153,7,113.0,155.0,153.0,85.0,60.0
238,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1998,168,8,153.0,113.0,155.0,153.0,85.0
239,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,1999,228,9,168.0,153.0,113.0,155.0,153.0
240,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2000,318,10,228.0,168.0,153.0,113.0,155.0
241,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2001,283,11,318.0,228.0,168.0,153.0,113.0
242,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2002,313,12,283.0,318.0,228.0,168.0,153.0
243,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2003,446,13,313.0,283.0,318.0,228.0,168.0
244,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2004,400,14,446.0,313.0,283.0,318.0,228.0
245,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2005,470,15,400.0,446.0,313.0,283.0,318.0
246,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2006,461,16,470.0,400.0,446.0,313.0,283.0
247,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2007,471,17,461.0,470.0,400.0,446.0,313.0
248,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2008,392,18,471.0,461.0,470.0,400.0,446.0
249,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2009,524,19,392.0,471.0,461.0,470.0,400.0
250,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2010,450,20,524.0,392.0,471.0,461.0,470.0
251,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2011,452,21,450.0,524.0,392.0,471.0,461.0
252,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2012,511,22,452.0,450.0,524.0,392.0,471.0
253,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2013,565,23,511.0,452.0,450.0,524.0,392.0
